模块,卡片ID,题目,音频链接
模块 09,6088eea2a774f37c40446dfe,请填写正确的定冠词：Die Zugspitze in _____ Alpen ist mit 2962 m der höchste Berg in Deutschland.,
模块 09,6088eeb2a774f37c40446dff,数词“两千九百六十二、2962”用德语怎么拼写？,
模块 09,6088eeb2a774f37c40446e00,请播放音频 ，并拼写出您听到的 单词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088a10f08e2f33edaee478d.mp3
模块 09,6088eeb2a774f37c40446e01,请播放音频 ，并提交您听到的 单词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088a10f08e2f33edaee478d.mp3
模块 09,6088eec0a774f37c40446e02,形容词“südlich”是什么意思？,
模块 09,6088eec0a774f37c40446e03,形容词“南方的、南部的、南边的、朝南的、在南边的、南面的、在南面的、朝南面的”用德语怎么拼写？,
模块 09,6088eec0a774f37c40446e05,请播放音频 ，并提交您听到的 形容词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088a19b08e2f33edaee479b.mp3
模块 09,6088eed1a774f37c40446e06,名词“die Grenze”是什么意思？,
模块 09,6088eed1a774f37c40446e07,请选择单词“Grenze”的性,
模块 09,6088eed1a774f37c40446e08,请拼写出名词“Grenze”的复数形式。,
模块 09,6088eed1a774f37c40446e09,阴性名词“国界、边界、边境、边境线、边界线、国境线、分界线、国界线”用德语怎么拼写？,
模块 09,6088eed1a774f37c40446e0a,请播放音频 ，并拼写出您听到的 阴性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088a20008e2f33edaee479c.mp3
模块 09,6088eed1a774f37c40446e0b,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088a20008e2f33edaee479c.mp3
模块 09,6088eee0a774f37c40446e0c,形容词“jährlich”是什么意思？,
模块 09,6088eee0a774f37c40446e0d,形容词“每年的、每年、年度的”用德语怎么拼写？,
模块 09,6088eee0a774f37c40446e0e,请播放音频 ，并拼写出您听到的 形容词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/ID4120435_515590657.mp3
模块 09,6088eee0a774f37c40446e0f,请播放音频 ，并提交您听到的 形容词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/ID4120435_515590657.mp3
模块 09,6088eeefa774f37c40446e10,名词“die Seilbahn”是什么意思？,
模块 09,6088eeefa774f37c40446e11,请选择单词“Seilbahn”的性,
模块 09,6088eeefa774f37c40446e12,请拼写出名词“Seilbahn”的复数形式。,
模块 09,6088eeefa774f37c40446e13,阴性名词“缆车、索道”用德语怎么拼写？,
模块 09,6088eeefa774f37c40446e14,请播放音频 ，并拼写出您听到的 阴性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088a34f08e2f33edaee47ab.mp3
模块 09,6088eec0a774f37c40446e04,请播放音频 ，并拼写出您听到的 形容词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088a19b08e2f33edaee479b.mp3
模块 09,6088eeefa774f37c40446e15,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088a34f08e2f33edaee47ab.mp3
模块 09,6088eefda774f37c40446e16,名词“der Gipfel”是什么意思？,
模块 09,6088eefda774f37c40446e17,请选择单词“Gipfel”的性,
模块 09,6088eefda774f37c40446e18,请拼写出名词“Gipfel”的复数形式。,
模块 09,6088eefda774f37c40446e19,阳性名词“山峰、山顶、峰、峰顶、山巅”用德语怎么拼写？,
模块 09,6088eefda774f37c40446e1a,请播放音频 ，并拼写出您听到的 阳性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088a3a508e2f33edaee47ac.mp3
模块 09,6088eefda774f37c40446e1b,请播放音频 ，并提交您听到的 阳性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088a3a508e2f33edaee47ac.mp3
模块 09,6088ef0ca774f37c40446e1d,请选择单词“Tal”的性,
模块 09,6088ef0ca774f37c40446e1e,请拼写出名词“Tal”的复数形式。,
模块 09,6088ef0ca774f37c40446e1f,中性名词“山谷”用德语怎么拼写？,
模块 09,6088ef0ca774f37c40446e20,请播放音频 ，并拼写出您听到的 中性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088a73708e2f33edaee47bd.mp3
模块 09,6088ef0ca774f37c40446e21,请播放音频 ，并提交您听到的 中性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088a73708e2f33edaee47bd.mp3
模块 09,6088ef1ba774f37c40446e22,名词“der Teil”是什么意思？,
模块 09,6088ef0ca774f37c40446e1c,名词“das Tal”是什么意思？,
模块 09,6088ef1ca774f37c40446e26,请播放音频 ，并拼写出您听到的 阳性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/5fc1fc5b8e99682a9bc428831757315834379.mp3
模块 09,6088ef1ca774f37c40446e27,请播放音频 ，并提交您听到的 阳性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/5fc1fc5b8e99682a9bc428831757315834379.mp3
模块 09,6088ef34a774f37c40446e28,动词“genießen”是什么意思？,
模块 09,6088ef34a774f37c40446e29,动词“享用、享受”用德语怎么拼写？,
模块 09,6088ef34a774f37c40446e2a,请播放音频 ，并拼写出您听到的 动词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088a70508e2f33edaee47bc.mp3
模块 09,6088ef34a774f37c40446e2b,请播放音频 ，并提交您听到的 动词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088a70508e2f33edaee47bc.mp3
模块 09,6088ef1ba774f37c40446e23,请选择单词“Teil”的性,
模块 09,6088ef1ba774f37c40446e24,请拼写出名词“Teil”的复数形式。,
模块 09,6088ef1ba774f37c40446e25,阳性名词“部分、部”用德语怎么拼写？,
模块 09,6088ef34a774f37c40446e2d,"请填写动词""genießen""的 命令式 动词变位表",
模块 09,6088ef34a774f37c40446e2e,动词“genießen”的现在完成时的助动词是什么？,
模块 09,6088ef34a774f37c40446e2f,请填写动词“genießen”的 一般现在时（Präsens） 动词变位表,
模块 09,6088ef35a774f37c40446e30,请填写动词“genießen”的 一般过去时（Präteritum） 动词变位表,
模块 09,6088ef48a774f37c40446e31,名词“der Wanderer”是什么意思？,
模块 09,6088ef48a774f37c40446e32,请选择单词“Wanderer”的性,
模块 09,6088ef48a774f37c40446e33,请拼写出名词“Wanderer”的复数形式。,
模块 09,6088ef48a774f37c40446e34,阳性名词“远足者、漫游者、徒步旅行者、徒步者、远足的人、漫游的人、徒步旅行的人、徒步的人”用德语怎么拼写？,
模块 09,6088ef48a774f37c40446e35,请播放音频 ，并拼写出您听到的 阳性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088acbe08e2f33edaee4806.mp3
模块 09,6088ef34a774f37c40446e2c,动词“genießen”的 过去分词（Partizip II） 是什么？,
模块 09,6088ef48a774f37c40446e36,请播放音频 ，并提交您听到的 阳性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088acbe08e2f33edaee4806.mp3
模块 09,6088ef56a774f37c40446e37,名词“die Hütte”是什么意思？,
模块 09,6088ef56a774f37c40446e38,请选择单词“Hütte”的性,
模块 09,6088ef56a774f37c40446e39,请拼写出名词“Hütte”的复数形式。,
模块 09,6088ef56a774f37c40446e3a,阴性名词“小屋、茅舍、茅屋、木屋、小木屋、小茅屋、小茅舍、小屋子”用德语怎么拼写？,
模块 09,6088ef56a774f37c40446e3b,请播放音频 ，并拼写出您听到的 阴性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/swourbm3wvhcv0xp5pqz.mp3
模块 09,6088ef56a774f37c40446e3c,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/swourbm3wvhcv0xp5pqz.mp3
模块 09,6088ef63a774f37c40446e3d,名词“die Möglichkeit”是什么意思？,
模块 09,6088ef63a774f37c40446e3e,请选择单词“Möglichkeit”的性,
模块 09,6088ef63a774f37c40446e3f,请拼写出名词“Möglichkeit”的复数形式。,
模块 09,6088ef64a774f37c40446e40,阴性名词“可能、可能性、可行性、概率”用德语怎么拼写？,
模块 09,6088ef64a774f37c40446e41,请播放音频 ，并拼写出您听到的 阴性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/qnsfwtwfgxuyz03vt1b5.mp3
模块 09,6088ef64a774f37c40446e42,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/qnsfwtwfgxuyz03vt1b5.mp3
模块 09,6088ef75a774f37c40446e43,形容词“durchschnittlich”是什么意思？,
模块 09,6088ef75a774f37c40446e44,形容词“按平均计算的、平均的、一般的、通常的、中等的、平常的”用德语怎么拼写？,
模块 09,6088ef75a774f37c40446e45,请播放音频 ，并拼写出您听到的 形容词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088aba008e2f33edaee47f0.mp3
模块 09,6088ef75a774f37c40446e46,请播放音频 ，并提交您听到的 形容词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088aba008e2f33edaee47f0.mp3
模块 09,6088ef82a774f37c40446e47,名词“der Rundfunk”是什么意思？,
模块 09,6088ef82a774f37c40446e48,请选择单词“Rundfunk”的性,
模块 09,6088ef82a774f37c40446e49,请播放音频 ，并拼写出您听到的 阳性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088ab3e08e2f33edaee47d9.mp3
模块 09,6088ef82a774f37c40446e4a,请播放音频 ，并提交您听到的 阳性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088ab3e08e2f33edaee47d9.mp3
模块 09,6088efb9a774f37c40446e4b,形容词“meteorologisch”是什么意思？,
模块 09,6088efb9a774f37c40446e4c,形容词“气象学的、气象的”用德语怎么拼写？,
模块 09,6088efb9a774f37c40446e4d,请播放音频 ，并拼写出您听到的 形容词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088a82f08e2f33edaee47d5.mp3
模块 09,6088efb9a774f37c40446e4e,请播放音频 ，并提交您听到的 形容词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088a82f08e2f33edaee47d5.mp3
模块 09,6088efcca774f37c40446e4f,名词“die Sendeanlage”是什么意思？,
模块 09,6088efcca774f37c40446e50,请选择单词“Sendeanlage”的性,
模块 09,6088efcca774f37c40446e51,请拼写出名词“Sendeanlage”的复数形式。,
模块 09,6088efcca774f37c40446e52,阴性名词“[无]发射设备、发射机、发送设备、发射装置、发送装置、发射器”用德语怎么拼写？,
模块 09,6088efcca774f37c40446e53,请播放音频 ，并拼写出您听到的 阴性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088a89d08e2f33edaee47d6.mp3
模块 09,6088efcda774f37c40446e54,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6088a89d08e2f33edaee47d6.mp3
模块 09,60c2564ec7305d4f0abfd4ca,请选择单词“Mark”的性,
模块 09,638b2b30a7ab963318872097,过去式（Präteritum） “genoss”的动词原形怎么拼写？,
模块 09,638b2b30a7ab963318872098,过去分词（Partizip II） “genossen”的动词原形怎么拼写？,
模块 09,60899ee036fe9490450c3fbd,形容词“theoretisch”是什么意思？,
模块 09,60899ee036fe9490450c3fbf,请播放音频 ，并拼写出您听到的 形容词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6089053836fe9490450c3e29.mp3
模块 09,60899f1936fe9490450c3fc1,名词“das Wissen”是什么意思？,
模块 09,60899ee036fe9490450c3fc0,请播放音频 ，并提交您听到的 形容词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6089053836fe9490450c3e29.mp3
模块 09,60899ed336fe9490450c3fba,形容词“regelmäßig”是什么意思？,
模块 09,60899f1a36fe9490450c3fc4,请播放音频 ，并提交您听到的 中性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/ID4107595_391622531.mp3
模块 09,60899f2836fe9490450c3fc5,形容词“vorhanden”是什么意思？,
模块 09,60899f2836fe9490450c3fc6,形容词“手头有的、现存的、存在的、已有的、已存在的、既存的、现有的、有的、现成的、在手边的、手上有的、手头上有的、手头的、手头上的、在手头上的”用德语怎么拼写？,
模块 09,60899f2936fe9490450c3fc7,请播放音频 ，并拼写出您听到的 形容词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6089059536fe9490450c3e2a.mp3
模块 09,60899f2936fe9490450c3fc8,请播放音频 ，并提交您听到的 形容词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6089059536fe9490450c3e2a.mp3
模块 09,60899f1936fe9490450c3fc3,请播放音频 ，并拼写出您听到的 中性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/ID4107595_391622531.mp3
模块 09,60899ed336fe9490450c3fbc,请播放音频 ，并提交您听到的 形容词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6089044236fe9490450c3e17.mp3
模块 09,60899ed336fe9490450c3fbb,请播放音频 ，并拼写出您听到的 形容词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6089044236fe9490450c3e17.mp3
模块 09,60899ee036fe9490450c3fbe,形容词“理论的、理论上的”用德语怎么拼写？,
模块 09,60899f1936fe9490450c3fc2,请选择单词“Wissen”的性,
模块 09,60899f3f36fe9490450c3fc9,短语“in der Praxis”是什么意思？,
模块 09,60899f5136fe9490450c3fca,名词“der Report”是什么意思？,
模块 09,60899f5136fe9490450c3fcb,请选择单词“Report”的性,
模块 09,60899f5136fe9490450c3fcc,请拼写出名词“Report”的复数形式。,
模块 09,60899f5136fe9490450c3fcd,请播放音频 ，并拼写出您听到的 阳性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/608906b436fe9490450c3e40.mp3
模块 09,60899f5136fe9490450c3fce,请播放音频 ，并提交您听到的 阳性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/608906b436fe9490450c3e40.mp3
模块 09,60899f6236fe9490450c3fcf,名词“die Bundesregierung”是什么意思？,
模块 09,60899f6236fe9490450c3fd0,阴性名词“联邦政府、德国联邦政府、德国政府”用德语怎么拼写？,
模块 09,60899f6236fe9490450c3fd1,请播放音频 ，并拼写出您听到的 阴性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/608907a536fe9490450c3e43.mp3
模块 09,60899f6236fe9490450c3fd2,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/608907a536fe9490450c3e43.mp3
模块 09,60899f6f36fe9490450c3fd3,名词“die Regierung”是什么意思？,
模块 09,60899f6f36fe9490450c3fd4,请选择单词“Regierung”的性,
模块 09,60899f6f36fe9490450c3fd5,请拼写出名词“Regierung”的复数形式。,
模块 09,60899f6f36fe9490450c3fd6,阴性名词“政府、内阁”用德语怎么拼写？,
模块 09,60899f6f36fe9490450c3fd7,请播放音频 ，并拼写出您听到的 阴性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6089075b36fe9490450c3e42.mp3
模块 09,60899f6f36fe9490450c3fd8,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6089075b36fe9490450c3e42.mp3
模块 09,60899f7e36fe9490450c3fd9,名词“die Meinung”是什么意思？,
模块 09,60899f7e36fe9490450c3fda,请选择单词“Meinung”的性,
模块 09,60899f7e36fe9490450c3fdb,请拼写出名词“Meinung”的复数形式。,
模块 09,60899f7e36fe9490450c3fdc,请播放音频 ，并拼写出您听到的 阴性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/608907ff36fe9490450c3e44.mp3
模块 09,60899f7e36fe9490450c3fdd,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/608907ff36fe9490450c3e44.mp3
模块 09,60899f8c36fe9490450c3fde,名词“die Forschung”是什么意思？,
模块 09,60899f8c36fe9490450c3fdf,请选择单词“Forschung”的性,
模块 09,60899f8c36fe9490450c3fe0,请拼写出名词“Forschung”的复数形式。,
模块 09,60899f8c36fe9490450c3fe1,请播放音频 ，并拼写出您听到的 阴性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6089085a36fe9490450c3e45.mp3
模块 09,60899f8c36fe9490450c3fe2,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6089085a36fe9490450c3e45.mp3
模块 09,60899f9736fe9490450c3fe3,名词“das Institut”是什么意思？,
模块 09,60899f9736fe9490450c3fe4,请选择单词“Institut”的性,
模块 09,60899f9736fe9490450c3fe5,请拼写出名词“Institut”的复数形式。,
模块 09,60899f9736fe9490450c3fe6,请播放音频 ，并拼写出您听到的 中性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/608908a936fe9490450c3e46.mp3
模块 09,60899f9736fe9490450c3fe7,请播放音频 ，并提交您听到的 中性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/608908a936fe9490450c3e46.mp3
模块 09,60899fa336fe9490450c3fe8,名词“das Meinungsforschungsinstitut”是什么意思？,
模块 09,60899fa336fe9490450c3fe9,请播放音频 ，并拼写出您听到的 中性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6089098536fe9490450c3e47.mp3
模块 09,60899fa336fe9490450c3fea,请播放音频 ，并提交您听到的 中性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6089098536fe9490450c3e47.mp3
模块 09,60899fb836fe9490450c3feb,形容词“eindeutig”是什么意思？,
模块 09,60899fb836fe9490450c3fec,请播放音频 ，并拼写出您听到的 形容词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/608987f936fe9490450c3e5b.mp3
模块 09,60899fb836fe9490450c3fed,请播放音频 ，并提交您听到的 形容词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/608987f936fe9490450c3e5b.mp3
模块 09,60899fc936fe9490450c3fee,名词“die Nudel”是什么意思？,
模块 09,60899fc936fe9490450c3fef,请选择单词“Nudel”的性,
模块 09,60899fc936fe9490450c3ff0,请拼写出名词“Nudel”的复数形式。,
模块 09,60899fc936fe9490450c3ff1,阴性名词“（多用复数）面条”用德语怎么拼写？,
模块 09,60899fc936fe9490450c3ff2,请播放音频 ，并拼写出您听到的 阴性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6089887236fe9490450c3e5c.mp3
模块 09,60899fc936fe9490450c3ff3,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6089887236fe9490450c3e5c.mp3
模块 09,60899fd936fe9490450c3ff4,数词“八十五、85”用德语怎么拼写？,
模块 09,60899fd936fe9490450c3ff5,请播放音频 ，并拼写出您听到的 单词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6039ed978ffa9d94abfcd087.mp3
模块 09,60899fd936fe9490450c3ff6,请播放音频 ，并提交您听到的 单词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6039ed978ffa9d94abfcd087.mp3
模块 09,60899ff136fe9490450c3ff7,动词“naschen”是什么意思？,
模块 09,60899ff136fe9490450c3ff8,动词“吃甜食、吃糖”用德语怎么拼写？,
模块 09,60899ff136fe9490450c3ff9,请播放音频 ，并拼写出您听到的 动词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/60898c6336fe9490450c3ee0.mp3
模块 09,60899ff136fe9490450c3ffa,请播放音频 ，并提交您听到的 动词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/60898c6336fe9490450c3ee0.mp3
模块 09,60899ff136fe9490450c3ffb,动词“naschen”的 过去分词（Partizip II） 是什么？,
模块 09,60899ff136fe9490450c3ffc,动词“naschen”的现在完成时的助动词是什么？,
模块 09,60899ff136fe9490450c3ffd,请填写动词“naschen”的 一般现在时（Präsens） 动词变位表,
模块 09,60899ff136fe9490450c3ffe,请填写动词“naschen”的 一般过去时（Präteritum） 动词变位表,
模块 09,6089a00036fe9490450c3fff,名词“die Aussage”是什么意思？,
模块 09,6089a00036fe9490450c4000,请选择单词“Aussage”的性,
模块 09,6089a00036fe9490450c4001,请拼写出名词“Aussage”的复数形式。,
模块 09,6089a00036fe9490450c4002,请播放音频 ，并拼写出您听到的 阴性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/60898e0536fe9490450c3efe.mp3
模块 09,6089a00036fe9490450c4003,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/60898e0536fe9490450c3efe.mp3
模块 09,6089a01036fe9490450c4004,连词“beziehungsweise”是什么意思？,
模块 09,6089a01036fe9490450c4005,请播放音频 ，并拼写出您听到的 连词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/60898ec836fe9490450c3eff.mp3
模块 09,6089a01036fe9490450c4006,请播放音频 ，并提交您听到的 连词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/60898ec836fe9490450c3eff.mp3
模块 09,6089a02f36fe9490450c4007,“bzw.”是什么的缩写？,
模块 09,6089a04c36fe9490450c4008,不可分动词“bedeuten”是什么意思？,
模块 09,6089a04c36fe9490450c4009,不可分动词“意思是、表示……的意思、表示”用德语怎么拼写？,
模块 09,6089a04c36fe9490450c400a,请播放音频 ，并拼写出您听到的 动词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/ID4108224_7251464.mp3
模块 09,6089a04c36fe9490450c400b,请播放音频 ，并提交您听到的 动词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/ID4108224_7251464.mp3
模块 09,6089a04c36fe9490450c400c,动词“bedeuten”的 过去分词（Partizip II） 是什么？,
模块 09,6089a04c36fe9490450c400d,动词“bedeuten”的现在完成时的助动词是什么？,
模块 09,6089a05a36fe9490450c400e,数词“四十一、41”用德语怎么拼写？,
模块 09,6089a05a36fe9490450c400f,请播放音频 ，并拼写出您听到的 单词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/60898fa136fe9490450c3f27.mp3
模块 09,6089a05a36fe9490450c4010,请播放音频 ，并提交您听到的 单词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/60898fa136fe9490450c3f27.mp3
模块 09,6089a06c36fe9490450c4011,名词“das Fertiggericht”是什么意思？,
模块 09,6089a06c36fe9490450c4012,中性名词“方便食品、速食、速食品、速冻食品、速食食品、快速食品、预制菜、料理包、预制食品”用德语怎么拼写？,
模块 09,6089a06c36fe9490450c4013,请播放音频 ，并拼写出您听到的 中性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/608995c136fe9490450c3f37.mp3
模块 09,6089a06c36fe9490450c4014,请播放音频 ，并提交您听到的 中性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/608995c136fe9490450c3f37.mp3
模块 09,6089a07f36fe9490450c4015,副词“mindestens”是什么意思？,
模块 09,6089a07f36fe9490450c4016,请播放音频 ，并拼写出您听到的 副词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6089986e36fe9490450c3f3e.mp3
模块 09,6089a07f36fe9490450c4017,请播放音频 ，并提交您听到的 副词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6089986e36fe9490450c3f3e.mp3
模块 09,6089a08d36fe9490450c4018,名词“die Herkunft”是什么意思？,
模块 09,6089a08d36fe9490450c4019,请选择单词“Herkunft”的性,
模块 09,6089a08d36fe9490450c401a,请拼写出名词“Herkunft”的复数形式。,
模块 09,6089a08d36fe9490450c401b,请播放音频 ，并拼写出您听到的 阴性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/608999be36fe9490450c3f69.mp3
模块 09,6089a08d36fe9490450c401c,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/608999be36fe9490450c3f69.mp3
模块 09,6089a0a436fe9490450c401d,副词“bereits”是什么意思？,
模块 09,6089a0a436fe9490450c401e,请播放音频 ，并拼写出您听到的 副词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/601dc2ed7dda814004d8740a1760533028784.mp3
模块 09,6089a0a436fe9490450c401f,请播放音频 ，并提交您听到的 副词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/601dc2ed7dda814004d8740a1760533028784.mp3
模块 09,6089a0b336fe9490450c4020,名词“die Konzentration”是什么意思？,
模块 09,6089a0b336fe9490450c4021,请播放音频 ，并拼写出您听到的 阴性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/60899a8936fe9490450c3f891760193845808.mp3
模块 09,6089a0b336fe9490450c4022,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/60899a8936fe9490450c3f891760193845808.mp3
模块 09,6089a16f36fe9490450c4023,名词“der Single”是什么意思？,
模块 09,6089a16f36fe9490450c4024,请拼写出名词“Single”的复数形式。,
模块 09,6089a16f36fe9490450c4025,请播放音频 ，并拼写出您听到的 阳性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/60899b8836fe9490450c3f92.mp3
模块 09,6089a16f36fe9490450c4026,请播放音频 ，并提交您听到的 阳性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/60899b8836fe9490450c3f92.mp3
模块 09,6089a18036fe9490450c4027,可分动词“angeben”是什么意思？,
模块 09,6089a18036fe9490450c4028,请播放音频 ，并拼写出您听到的 动词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/60899c2b36fe9490450c3f93.mp3
模块 09,6089a18036fe9490450c4029,请播放音频 ，并提交您听到的 动词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/60899c2b36fe9490450c3f93.mp3
模块 09,6089a18036fe9490450c402a,动词“angeben”的 过去分词（Partizip II） 是什么？,
模块 09,6089a18036fe9490450c402b,动词“angeben”的现在完成时的助动词是什么？,
模块 09,6089a19736fe9490450c402c,数词“四十二、42”用德语怎么拼写？,
模块 09,6089a19736fe9490450c402d,请播放音频 ，并拼写出您听到的 单词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6089968f36fe9490450c3f3d.mp3
模块 09,6089a19736fe9490450c402e,请播放音频 ，并提交您听到的 单词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6089968f36fe9490450c3f3d.mp3
模块 09,608c76dc94ebf43834e18dd6,请造句：三分之一的德国人最喜欢吃面条。,
模块 09,608c77c694ebf43834e18dd7,请根据提示填空：Fast die Hälfte der Männer isst jeden Tag Fleisch – bei den Frauen ist es nur _____ _____ (五分之一).,
模块 09,608c7acf94ebf43834e18dd8,“超过三十岁的人更注重食物(Lebensmittel)的品质和来源。”用德语怎么说？请不要使用从句。,
模块 09,608c7b4194ebf43834e18dda,请填写缺失的单词，单词之间用空格隔开：Bereits _____ _____ (五分之一的人) nutzt im Supermarkt sein Handy und sucht im Internet _____ Produktinformationen.,
模块 09,608c7b6a94ebf43834e18ddb,请填写缺失的介词：93 Prozent der deutschen Frauen können _____ eigenen Aussagen gut bzw. sehr gut kochen.,
